KEGG I.D.~KO
PSPTO_1208~K07165 transmembrane sensor | (RefSeq) regulatory protein 
PSPTO_1209~K03088 RNA polymerase sigma-70 factor, ECF subfamily | (RefSeq) RNA polymerase sigma-70 family prote 
PSPTO_1210~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1211~no KO assigned | (RefSeq) membrane protein 
PSPTO_1212~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1213~K07506 AraC family transcriptional regulator | (RefSeq) AraC family transcriptional regulator 
PSPTO_1214~no KO assigned | (RefSeq) membrane protein 
PSPTO_1215~K00090 glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215] | (RefS 
PSPTO_1216~no KO assigned | (RefSeq) LysR family transcriptional regulator 
PSPTO_1217~no KO assigned | (RefSeq) outer membrane efflux protein 
PSPTO_1218~no KO assigned | (RefSeq) fusaric acid resistance protein 
PSPTO_1219~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1220~no KO assigned | (RefSeq) fusaric acid resistance protein 
PSPTO_1221~no KO assigned | (RefSeq) LysE family transporter 
PSPTO_1222~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1223~no KO assigned | (RefSeq) short chain dehydrogenase 
PSPTO_1224~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1225~no KO assigned | (RefSeq) This region contains an authentic frame shift and is not the result of a s 
PSPTO_1226~no KO assigned | (RefSeq) ISPsy5, Orf1 
PSPTO_1227~no KO assigned | (RefSeq) ISPsy5, transposase 
PSPTO_1228~no KO assigned | (RefSeq) This region contains a gene with one or more premature stops or frameshift 
PSPTO_1229~K07481 transposase, IS5 family | (RefSeq) ISPssy, transposase 
PSPTO_1230~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1231~K11021 insecticidal toxin complex protein TccC | (RefSeq) insecticidal toxin protein 
PSPTO_1232~K16011 mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase [EC:2.7.7.13 5.3.1.8] 
PSPTO_1233~K19296 alginate O-acetyltransferase complex protein AlgF | (RefSeq) algF; alginate biosynthesis prot 
PSPTO_1234~K19295 alginate O-acetyltransferase complex protein AlgJ | (RefSeq) algJ; alginate biosynthesis prot 
PSPTO_1235~K19294 alginate O-acetyltransferase complex protein AlgI | (RefSeq) algI; alginate biosynthesis prot 
PSPTO_1236~K01729 poly(beta-D-mannuronate) lyase [EC:4.2.2.3] | (RefSeq) algL; alginate lyase 
PSPTO_1237~K19293 alginate biosynthesis protein AlgX | (RefSeq) algX; alginate biosynthesis protein AlgX 
PSPTO_1238~K01795 mannuronan 5-epimerase [EC:5.1.3.37] | (RefSeq) algG; alginate biosynthesis protein AlgG 
PSPTO_1239~K16081 alginate production protein | (RefSeq) algE; alginate biosynthesis protein AlgE 
PSPTO_1240~K19292 alginate biosynthesis protein AlgK | (RefSeq) algK; alginate biosynthesis protein AlgK 
PSPTO_1241~K19291 mannuronan synthase [EC:2.4.1.33] | (RefSeq) alginate biosynthesis protein Alg44 
PSPTO_1242~K19290 mannuronan synthase [EC:2.4.1.33] | (RefSeq) alginate biosynthesis protein Alg8 
PSPTO_1243~K00066 GDP-mannose 6-dehydrogenase [EC:1.1.1.132] | (RefSeq) algD; GDP-mannose 6-dehydrogenase AlgD 
PSPTO_1244~K09861 uncharacterized protein | (RefSeq) hypothetical protein 
PSPTO_1245~no KO assigned | (RefSeq) polysaccharide deacetylase family protein 
PSPTO_1246~K07175 PhoH-like ATPase | (RefSeq) PhoH-like protein 
PSPTO_1247~K03637 cyclic pyranopterin monophosphate synthase [EC:4.6.1.17] | (RefSeq) moaC; molybdenum cofactor 
PSPTO_1248~K03636 sulfur-carrier protein | (RefSeq) moaD; molybdenum cofactor biosynthesis protein D 
PSPTO_1249~K03635 molybdopterin synthase catalytic subunit [EC:2.8.1.12] | (RefSeq) moaE; molybdenum cofactor b 
PSPTO_1250~no KO assigned | (RefSeq) CsgG family protein 
PSPTO_1251~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1252~no KO assigned | (RefSeq) lipoprotein 
PSPTO_1253~K03732 ATP-dependent RNA helicase RhlB [EC:3.6.4.13] | (RefSeq) rhlB; ATP-dependent RNA helicase Rhl 
PSPTO_1254~K06999 phospholipase/carboxylesterase | (RefSeq) estA; carboxylesterase 
PSPTO_1255~K09969 general L-amino acid transport system substrate-binding protein | (RefSeq) amino acid ABC tra 
PSPTO_1256~K09970 general L-amino acid transport system permease protein | (RefSeq) amino acid ABC transporter  
PSPTO_1257~K09971 general L-amino acid transport system permease protein | (RefSeq) amino acid ABC transporter  
PSPTO_1258~K09972 general L-amino acid transport system ATP-binding protein [EC:3.6.3.-] | (RefSeq) amino acid  
PSPTO_1259~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1260~K03449 MFS transporter, CP family, cyanate transporter | (RefSeq) cyanate MFS transporter 
PSPTO_1261~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1262~K07461 putative endonuclease | (RefSeq) GIY-YIG nuclease superfamily protein 
PSPTO_1263~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1264~no KO assigned | (RefSeq) nrdH; glutaredoxin NrdH 
PSPTO_1265~K06899 nucleoid-associated protein | (RefSeq) nucleoid-associated family protein 
PSPTO_1266~K03530 DNA-binding protein HU-beta | (RefSeq) HU family DNA-binding protein 
PSPTO_1267~K06970 23S rRNA (adenine1618-N6)-methyltransferase [EC:2.1.1.181] | (RefSeq) hypothetical protein 
PSPTO_1268~K01873 valyl-tRNA synthetase [EC:6.1.1.9] | (RefSeq) valS; valyl-tRNA synthetase 
PSPTO_1269~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1270~K02339 DNA polymerase III subunit chi [EC:2.7.7.7] | (RefSeq) holC; DNA polymerase III subunit chi 
PSPTO_1271~K01255 leucyl aminopeptidase [EC:3.4.11.1] | (RefSeq) pepA; cytosol aminopeptidase 
PSPTO_1272~K07091 lipopolysaccharide export system permease protein | (RefSeq) membrane protein 
PSPTO_1273~K11720 lipopolysaccharide export system permease protein | (RefSeq) membrane protein 
PSPTO_1274~K03704 cold shock protein (beta-ribbon, CspA family) | (RefSeq) cold shock domain family protein 
PSPTO_1275~K00605 aminomethyltransferase [EC:2.1.2.10] | (RefSeq) gcvT-2; glycine cleavage system T protein 
PSPTO_1276~K00281 glycine dehydrogenase [EC:1.4.4.2] | (RefSeq) gcvP; glycine dehydrogenase 
PSPTO_1277~K02437 glycine cleavage system H protein | (RefSeq) gcvH-2; glycine cleavage system H protein 
PSPTO_1278~no KO assigned | (RefSeq) sensory box protein/response regulator 
PSPTO_1279~no KO assigned | (RefSeq) This region contains an authentic frame shift and is not the result of a s 
PSPTO_1280~no KO assigned | (RefSeq) transcriptional regulator TyrR 
PSPTO_1281~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1282~K09790 uncharacterized protein | (RefSeq) hypothetical protein 
PSPTO_1283~K07215 heme oxygenase (biliverdin-IX-beta and delta-forming) [EC:1.14.99.58] | (RefSeq) heme oxygena 
PSPTO_1284~K16087 hemoglobin/transferrin/lactoferrin receptor protein | (RefSeq) TonB-dependent outer membrane  
PSPTO_1285~no KO assigned | (RefSeq) regulatory protein 
PSPTO_1286~no KO assigned | (RefSeq) RNA polymerase sigma-70 family protein 
PSPTO_1287~K00134 glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12] | (RefSeq) gap-1; glyceraldehyde 3-pho 
PSPTO_1288~K01690 phosphogluconate dehydratase [EC:4.2.1.12] | (RefSeq) edd; 6-phosphogluconate dehydratase 
PSPTO_1289~K00845 glucokinase [EC:2.7.1.2] | (RefSeq) glk; glucokinase 
PSPTO_1290~no KO assigned | (RefSeq) DNA-binding response regulator 
PSPTO_1291~no KO assigned | (RefSeq) sensor histidine kinase 
PSPTO_1292~K17315 glucose/mannose transport system substrate-binding protein | (RefSeq) glucose ABC transporter 
PSPTO_1293~K17316 glucose/mannose transport system permease protein | (RefSeq) glucose ABC transporter permease 
PSPTO_1294~K17317 glucose/mannose transport system permease protein | (RefSeq) glucose ABC transporter permease 
PSPTO_1295~K10112 multiple sugar transport system ATP-binding protein | (RefSeq) gltK; glucose ABC transporter  
PSPTO_1296~K07267 porin | (RefSeq) oprB; porin B 
PSPTO_1297~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1298~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1299~K19337 RpiR family transcriptional regulator, carbohydrate utilization regulator | (RefSeq) hexR; He 
PSPTO_1300~K00036 glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363] | (RefSeq) zwf-1; glucose-6-phosp 
PSPTO_1301~K01057 6-phosphogluconolactonase [EC:3.1.1.31] | (RefSeq) pgl; 6-phosphogluconolactonase 
PSPTO_1302~K01625 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2 
PSPTO_1303~K09954 uncharacterized protein | (RefSeq) hypothetical protein 
PSPTO_1304~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1305~no KO assigned | (RefSeq) diguanylate cyclase 
PSPTO_1306~K07644 two-component system, OmpR family, heavy metal sensor histidine kinase CusS [EC:2.7.13.3] | ( 
PSPTO_1307~K07665 two-component system, OmpR family, copper resistance phosphate regulon response regulator Cus 
PSPTO_1308~K21133 multidrug efflux pump | (RefSeq) AcrB/AcrD/AcrF family protein 
PSPTO_1309~K21135 membrane fusion protein, multidrug efflux system | (RefSeq) HlyD family secretion protein 
PSPTO_1310~K07481 transposase, IS5 family | (RefSeq) ISPssy, transposase 
PSPTO_1311~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1312~no KO assigned | (RefSeq) fimbral biosynthesis protein 
PSPTO_1313~no KO assigned | (RefSeq) pili assembly chaperone 
PSPTO_1314~no KO assigned | (RefSeq) This region contains an authentic frame shift and is not the result of a s 
PSPTO_1315~K07481 transposase, IS5 family | (RefSeq) ISPssy, transposase 
PSPTO_1316~no KO assigned | (RefSeq) This region contains an authentic frame shift and is not the result of a s 
PSPTO_1317~no KO assigned | (RefSeq) fimbral chaperone protein 
PSPTO_1318~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1319~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1320~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1321~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1322~no KO assigned | (RefSeq) GNAT family acetyltransferase 
PSPTO_1323~K03415 two-component system, chemotaxis family, chemotaxis protein CheV | (RefSeq) chemotaxis protei 
PSPTO_1324~K03611 disulfide bond formation protein DsbB | (RefSeq) dsbB; disulfide oxidoreductase 
PSPTO_1325~K02297 cytochrome o ubiquinol oxidase subunit II [EC:7.1.1.3] | (RefSeq) cyoA; cytochrome o ubiquino 
PSPTO_1326~K02298 cytochrome o ubiquinol oxidase subunit I [EC:7.1.1.3] | (RefSeq) cyoB; cytochrome o ubiquinol 
PSPTO_1327~K02299 cytochrome o ubiquinol oxidase subunit III | (RefSeq) cyoC; cytochrome o ubiquinol oxidase su 
PSPTO_1328~K02300 cytochrome o ubiquinol oxidase subunit IV | (RefSeq) cyoD; cytochrome o ubiquinol oxidase sub 
PSPTO_1329~K02257 heme o synthase [EC:2.5.1.141] | (RefSeq) cyoE; protoheme IX farnesyltransferase 
PSPTO_1330~K12987 alpha-1,6-rhamnosyltransferase [EC:2.4.1.-] | (RefSeq) glycosyl transferase family protein 
PSPTO_1331~no KO assigned | (RefSeq) acetyltransferase 
PSPTO_1332~K00826 branched-chain amino acid aminotransferase [EC:2.6.1.42] | (RefSeq) ilvE; branched-chain amin 
PSPTO_1333~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1334~K03406 methyl-accepting chemotaxis protein | (RefSeq) methyl-accepting chemotaxis protein 
PSPTO_1335~K01713 cyclohexadienyl dehydratase [EC:4.2.1.51 4.2.1.91] | (RefSeq) cyclohexadienyl dehydratase 
PSPTO_1336~no KO assigned | (RefSeq) ArsR family transcriptional regulator 
PSPTO_1337~no KO assigned | (RefSeq) oxidoreductase zinc-binding protein 
PSPTO_1338~K04565 superoxide dismutase, Cu-Zn family [EC:1.15.1.1] | (RefSeq) sodC; superoxide dismutase, Cu-Zn 
PSPTO_1339~no KO assigned | (RefSeq) membrane protein 
PSPTO_1340~K01673 carbonic anhydrase [EC:4.2.1.1] | (RefSeq) carbonic anhydrase 
PSPTO_1341~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1342~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1343~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1344~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1345~K01053 gluconolactonase [EC:3.1.1.17] | (RefSeq) gnl; gluconolactonase 
PSPTO_1346~no KO assigned | (RefSeq) sensory box/GGDEF domain protein 
PSPTO_1347~no KO assigned | (RefSeq) gluconate transporter family protein 
PSPTO_1348~no KO assigned | (RefSeq) sensory box/GGDEF domain/EAL domain-containing protein 
PSPTO_1349~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1350~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1351~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1352~no KO assigned | (RefSeq) GntR family transcriptional regulator 
PSPTO_1353~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1354~no KO assigned | (RefSeq) isochorismatase family protein 
PSPTO_1355~K02056 simple sugar transport system ATP-binding protein [EC:3.6.3.17] | (RefSeq) ABC transporter AT 
PSPTO_1356~no KO assigned | (RefSeq) isochorismatase family protein 
PSPTO_1357~K01455 formamidase [EC:3.5.1.49] | (RefSeq) amiE; aliphatic amidase 
PSPTO_1358~K02057 simple sugar transport system permease protein | (RefSeq) ABC transporter permease 
PSPTO_1359~K02057 simple sugar transport system permease protein | (RefSeq) ABC transporter permease 
PSPTO_1360~K02058 simple sugar transport system substrate-binding protein | (RefSeq) bmp family protein 
PSPTO_1361~K01457 allophanate hydrolase [EC:3.5.1.54] | (RefSeq) allophanate hydrolase 
PSPTO_1362~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1363~no KO assigned | (RefSeq) sugar transporter family protein 
PSPTO_1364~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1365~K00799 glutathione S-transferase [EC:2.5.1.18] | (RefSeq) gstA; glutathione S-transferase 
PSPTO_1366~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1367~no KO assigned | (RefSeq) GNAT family acetyltransferase 
PSPTO_1368~no KO assigned | (RefSeq) lipoprotein 
PSPTO_1369~no KO assigned | (RefSeq) shcN; type III chaperone protein ShcN 
PSPTO_1370~no KO assigned | (RefSeq) hopN1; type III effector HopN1 
PSPTO_1371~K08994 ion channel-forming bestrophin family protein | (RefSeq) effector locus protein 
PSPTO_1372~no KO assigned | (RefSeq) hopAA1-1; type III effector HopAA1-1 
PSPTO_1373~no KO assigned | (RefSeq) hrpW1; type III helper protein HrpW1 
PSPTO_1374~no KO assigned | (RefSeq) shcM; type III chaperone ShcM 
PSPTO_1375~K13461 effector protein HopM1 | (RefSeq) hopM1; type III effector HopM1 
PSPTO_1376~no KO assigned | (RefSeq) shcE; type III chaperone ShcE 
PSPTO_1377~no KO assigned | (RefSeq) avrE1; type III effector protein AvrE1 
PSPTO_1378~K08307 membrane-bound lytic murein transglycosylase D [EC:4.2.2.-] | (RefSeq) hrpH; membrane-bound l 
PSPTO_1379~no KO assigned | (RefSeq) hrpR; type III transcriptional regulator HrpR 
PSPTO_1380~no KO assigned | (RefSeq) hrpS; type III transcriptional regulator HrpS 
PSPTO_1381~no KO assigned | (RefSeq) hrpA1; type III helper protein HrpA1 
PSPTO_1382~no KO assigned | (RefSeq) hrpZ1; type III restriction system endonuclease 
PSPTO_1383~no KO assigned | (RefSeq) hrpB; type III secretion protein HrpB 
PSPTO_1384~K03222 type III secretion protein J | (RefSeq) hrcJ; type III secretion protein HrcJ 
PSPTO_1385~no KO assigned | (RefSeq) hrpD; type III secretion protein HrpD 
PSPTO_1386~K03223 type III secretion protein L | (RefSeq) hrpE; type III secretion protein HrpE 
PSPTO_1387~no KO assigned | (RefSeq) hrpF; type III secretion protein HrpF 
PSPTO_1388~no KO assigned | (RefSeq) hrpG; type III secretion protein HrpG 
PSPTO_1389~K03219 type III secretion protein C | (RefSeq) hrcC; outer-membrane type III secretion protein HrcC 
PSPTO_1390~no KO assigned | (RefSeq) hrpT; type III secretion protein 
PSPTO_1391~no KO assigned | (RefSeq) hrpV; negative regulator of hrp expression HrpV 
PSPTO_1392~K03229 type III secretion protein U | (RefSeq) hrcU; type III secretion protein HrcU 
PSPTO_1393~K03228 type III secretion protein T | (RefSeq) hrcT; type III secretion protein HrcT 
PSPTO_1394~K03227 type III secretion protein S | (RefSeq) hrcS; type III secretion protein HrcS 
PSPTO_1395~K03226 type III secretion protein R | (RefSeq) hrcR; type III secretion protein HrcR 
PSPTO_1396~K03225 type III secretion protein Q | (RefSeq) hrcQb; type III secretion protein HrcQb 
PSPTO_1397~K03225 type III secretion protein Q | (RefSeq) hrcQa; type III secretion protein HrcQa 
PSPTO_1398~no KO assigned | (RefSeq) hrpP; type III secretion protein HrpP 
PSPTO_1399~no KO assigned | (RefSeq) hrpO; type III secretion protein HrpO 
PSPTO_1400~K03224 ATP synthase in type III secretion protein N [EC:3.6.3.50] | (RefSeq) hrcN; type III secretio 
PSPTO_1401~K03220 type III secretion protein D | (RefSeq) hrpQ; type III secretion protein HrpQ 
PSPTO_1402~K03230 type III secretion protein V | (RefSeq) hrcV; type III secretion protein HrcV 
PSPTO_1403~K04058 type III secretion protein W | (RefSeq) hrpJ; type III secretion protein HrpJ 
PSPTO_1404~no KO assigned | (RefSeq) hrpL; RNA polymerase sigma factor HrpL 
PSPTO_1405~no KO assigned | (RefSeq) hrpK1; type III helper protein HrpK1 
PSPTO_1406~no KO assigned | (RefSeq) hopB1; type III effector HopB1 
PSPTO_1407~no KO assigned | (RefSeq) ISPssy transposase or derivative 
PSPTO_1408~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1409~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1410~no KO assigned | (RefSeq) exchangeable effector locus protein 
PSPTO_1411~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1412~K07568 S-adenosylmethionine:tRNA ribosyltransferase-isomerase [EC:2.4.99.17] | (RefSeq) queA; S-aden 
PSPTO_1413~K00773 queuine tRNA-ribosyltransferase [EC:2.4.2.29] | (RefSeq) tgt; queuine tRNA-ribosyltransferase 
PSPTO_1414~K03210 preprotein translocase subunit YajC | (RefSeq) yajC; preprotein translocase subunit YajC 
PSPTO_1415~K03072 preprotein translocase subunit SecD | (RefSeq) secD; protein-export membrane protein SecD 
PSPTO_1416~K03074 preprotein translocase subunit SecF | (RefSeq) secF; protein-export membrane protein SecF 
PSPTO_1417~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1418~no KO assigned | (RefSeq) ISPsy6, transposase 
PSPTO_1419~K01092 myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25] | (RefSeq) suhB; inositol-1-monophosphatas 
PSPTO_1420~K15396 tRNA (cytidine32/uridine32-2'-O)-methyltransferase [EC:2.1.1.200] | (RefSeq) RNA methyltransf 
PSPTO_1421~K00640 serine O-acetyltransferase [EC:2.3.1.30] | (RefSeq) cysE; serine O-acetyltransferase 
PSPTO_1422~K13643 Rrf2 family transcriptional regulator, iron-sulfur cluster assembly transcription factor | (R 
PSPTO_1423~K04487 cysteine desulfurase [EC:2.8.1.7] | (RefSeq) iscS-2; cysteine desulfurase 
PSPTO_1424~K04488 nitrogen fixation protein NifU and related proteins | (RefSeq) iscU; iron-binding protein Isc 
PSPTO_1425~K13628 iron-sulfur cluster assembly protein | (RefSeq) iscA; iron-binding protein IscA 
PSPTO_1426~K04082 molecular chaperone HscB | (RefSeq) hscB; co-chaperone Hsc20 
PSPTO_1427~K04044 molecular chaperone HscA | (RefSeq) hscA; chaperone protein HscA 
PSPTO_1428~K04755 ferredoxin, 2Fe-2S | (RefSeq) ferredoxin, 2Fe-2S 
PSPTO_1429~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1430~K00940 nucleoside-diphosphate kinase [EC:2.7.4.6] | (RefSeq) ndk; nucleoside diphosphate kinase 
PSPTO_1431~K06941 23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192] | (RefSeq) radical SAM enzyme, Cfr 
PSPTO_1432~K02656 type IV pilus assembly protein PilF | (RefSeq) pilF; type IV pilus biogenesis protein PilF 
PSPTO_1433~K15539 cytoskeleton protein RodZ | (RefSeq) hypothetical protein 
PSPTO_1434~K03526 (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3] | (RefSeq) ispG; 
PSPTO_1435~K01892 histidyl-tRNA synthetase [EC:6.1.1.21] | (RefSeq) hisS; histidyl-tRNA synthetase 
PSPTO_1436~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1437~K17713 outer membrane protein assembly factor BamB | (RefSeq) PQQ enzyme repeat domain-containing pr 
PSPTO_1438~K03977 GTPase | (RefSeq) engA; GTP-binding protein EngA 
PSPTO_1439~no KO assigned | (RefSeq) ISPsy6, transposase 
PSPTO_1440~K14287 methionine transaminase [EC:2.6.1.88] | (RefSeq) class I and II aminotransferase 
PSPTO_1441~K13566 omega-amidase [EC:3.5.1.3] | (RefSeq) hydrolase 
PSPTO_1443~K01003 oxaloacetate decarboxylase [EC:4.1.1.112] | (RefSeq) carboxyphosphonoenolpyruvate phosphonomu 
PSPTO_1444~K01649 2-isopropylmalate synthase [EC:2.3.3.13] | (RefSeq) leuA; 2-isopropylmalate synthase 
PSPTO_1445~no KO assigned | (RefSeq) peptidase, M23/M37 family 
PSPTO_1446~K03601 exodeoxyribonuclease VII large subunit [EC:3.1.11.6] | (RefSeq) xseA; exodeoxyribonuclease VI 
PSPTO_1447~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1448~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1449~K00088 IMP dehydrogenase [EC:1.1.1.205] | (RefSeq) guaB; inosine 5'-monophosphate dehydrogenase 
PSPTO_1450~K01951 GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2] | (RefSeq) guaA; GMP synthase 
PSPTO_1451~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1452~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1453~K00692 levansucrase [EC:2.4.1.10] | (RefSeq) lsc-1; levansucrase 
PSPTO_1454~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1455~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1456~no KO assigned | (RefSeq) cumA; multicopper oxidase 
PSPTO_1457~no KO assigned | (RefSeq) cytidine/deoxycytidylate deaminase family protein 
PSPTO_1458~K18691 membrane-bound lytic murein transglycosylase F [EC:4.2.2.-] | (RefSeq) periplasmic binding do 
PSPTO_1459~K01952 phosphoribosylformylglycinamidine synthase [EC:6.3.5.3] | (RefSeq) purL; phosphoribosylformyl 
PSPTO_1460~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1461~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1462~no KO assigned | (RefSeq) mutT/nudix family protein 
PSPTO_1463~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1464~no KO assigned | (RefSeq) mutT/nudix family protein 
PSPTO_1465~no KO assigned | (RefSeq) transferase, hexapeptide repeat protein 
PSPTO_1466~K06938 uncharacterized protein | (RefSeq) hypothetical protein 
PSPTO_1467~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1468~K08289 phosphoribosylglycinamide formyltransferase 2 [EC:2.1.2.2] | (RefSeq) purT; phosphoribosylgly 
PSPTO_1469~no KO assigned | (RefSeq) major facilitator family transporter 
PSPTO_1470~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1471~no KO assigned | (RefSeq) membrane protein 
PSPTO_1472~K03106 signal recognition particle subunit SRP54 [EC:3.6.5.4] | (RefSeq) ffh; signal recognition par 
PSPTO_1473~K02959 small subunit ribosomal protein S16 | (RefSeq) rpsP; 30S ribosomal protein S16 
PSPTO_1474~K02860 16S rRNA processing protein RimM | (RefSeq) rimM; 16S rRNA-processing protein RimM 
PSPTO_1475~K00554 tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228] | (RefSeq) trmD; tRNA (guanine-N1)-methy 
PSPTO_1476~K02884 large subunit ribosomal protein L19 | (RefSeq) rplS; 50S ribosomal protein L19 
PSPTO_1477~no KO assigned | (RefSeq) ISPsy6, transposase 
PSPTO_1478~K04763 integrase/recombinase XerD | (RefSeq) xerD; integrase/recombinase XerD 
PSPTO_1479~K03981 thiol:disulfide interchange protein DsbC [EC:5.3.4.1] | (RefSeq) dsbC; thiol:disulfide interc 
PSPTO_1480~K00003 homoserine dehydrogenase [EC:1.1.1.3] | (RefSeq) hom; homoserine dehydrogenase 
PSPTO_1481~K01733 threonine synthase [EC:4.2.3.1] | (RefSeq) thrC; threonine synthase 
PSPTO_1482~K07679 two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3] | (RefSeq) sens 
PSPTO_1483~no KO assigned | (RefSeq) response regulator/EAL domain protein 
PSPTO_1484~K07687 two-component system, NarL family, captular synthesis response regulator RcsB | (RefSeq) LuxR 
PSPTO_1485~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1486~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1487~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1488~K07462 single-stranded-DNA-specific exonuclease [EC:3.1.-.-] | (RefSeq) recJ; single-stranded-DNA-sp 
PSPTO_1489~no KO assigned | (RefSeq) xenobiotic reductase 
PSPTO_1490~no KO assigned | (RefSeq) sensory box histidine kinase/response regulator 
PSPTO_1491~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1492~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1493~K13487 methyl-accepting chemotaxis protein WspA | (RefSeq) methyl-accepting chemotaxis protein 
PSPTO_1494~K13488 chemotaxis-related protein WspB | (RefSeq) chemotaxis protein CheW 
PSPTO_1495~K13486 chemotaxis protein methyltransferase WspC | (RefSeq) chemotaxis protein methyltransferase Che 
PSPTO_1496~K13489 chemotaxis-related protein WspD | (RefSeq) chemotaxis protein CheW 
PSPTO_1497~K13490 two-component system, chemotaxis family, sensor histidine kinase and response regulator WspE  
PSPTO_1498~K13491 two-component system, chemotaxis family, response regulator WspF [EC:3.1.1.61] | (RefSeq) pro 
PSPTO_1499~K11444 two-component system, chemotaxis family, response regulator WspR [EC:2.7.7.65] | (RefSeq) res 
PSPTO_1500~K02836 peptide chain release factor 2 | (RefSeq) prfB; hypothetical protein 
PSPTO_1501~K04567 lysyl-tRNA synthetase, class II [EC:6.1.1.6] | (RefSeq) lysS; lysyl-tRNA synthetase 
PSPTO_1502~no KO assigned | (RefSeq) TetR family transcriptional regulator 
PSPTO_1503~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1504~K06889 uncharacterized protein | (RefSeq) lipoprotein 
PSPTO_1505~no KO assigned | (RefSeq) lipoprotein 
PSPTO_1506~no KO assigned | (RefSeq) ompA family protein 
PSPTO_1507~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_1508~K01595 phosphoenolpyruvate carboxylase [EC:4.1.1.31] | (RefSeq) ppc; phosphoenolpyruvate carboxylase 
PSPTO_1509~K00939 adenylate kinase [EC:2.7.4.3] | (RefSeq) adk; adenylate kinase 
PSPTO_1510~K14742 tRNA threonylcarbamoyladenosine biosynthesis protein TsaB | (RefSeq) hypothetical protein 
